user : 261862676 (x,z,rotation)
-9.99982,-0.070704,0
-9.999819,-0.070703,0
-9.999819,-0.070704,0
-9.999819,-0.070704,0
-9.999819,-0.070704,0
-9.999819,-0.070704,0
-9.999819,-0.070704,0
-9.999819,-0.070704,0
-9.999819,-0.070704,0
-9.999819,-0.070704,0
-9.999819,-0.070704,0
-9.999819,-0.070704,0
-9.999819,-0.070704,0
-9.999819,-0.070704,0
-9.999819,-0.070704,0
-9.999819,-0.070704,0
-9.999819,-0.070704,0
-9.999819,-0.070704,0
-9.999819,-0.070704,0
-9.999819,-0.070704,0
-9.999818,-0.070704,0
-9.999818,-0.070704,0
-9.999818,-0.070703,0
-9.999818,-0.070703,0
-9.999818,-0.070703,0
-9.999817,-0.070703,0
-9.999816,-0.070703,0
-9.999816,-0.070703,0
-9.999816,-0.070703,0
-9.999816,-0.070702,0
-9.999816,-0.070702,0
-9.999816,-0.070702,0
-9.999816,-0.070702,0
-9.999816,-0.070701,0
-9.999816,-0.070702,0
-9.999816,-0.070702,0
-9.999816,-0.070701,0
-9.999816,-0.070701,0
-9.999816,-0.070701,0
-9.999816,-0.070702,0
-9.999816,-0.070701,0
-9.999816,-0.070701,0
-9.999816,-0.070701,0
-9.999816,-0.070701,0
-9.999816,-0.070701,0
-9.999816,-0.070701,0
-9.999816,-0.070701,0
-9.999816,-0.070701,0
-9.999816,-0.070701,0
-9.999816,-0.070701,0
-9.999816,-0.070701,0
-9.999816,-0.070701,0
-9.999816,-0.070701,0
-9.999816,-0.070701,0
-9.999816,-0.070702,0
-9.999816,-0.070701,0
-9.999816,-0.070702,0
-9.999816,-0.070702,0
-9.999816,-0.070701,0
-9.999816,-0.070702,0
-9.999816,-0.070702,0
-9.999816,-0.070701,0
-9.999816,-0.070702,0
-9.999816,-0.070701,0
-9.999816,-0.070701,0
-9.999816,-0.070701,0
-9.999816,-0.070701,0
-9.999816,-0.070701,0
-9.999816,-0.070701,0
-9.999816,-0.070701,0
-9.999816,-0.070701,0
-9.999816,-0.070701,0
-9.999816,-0.070701,0
-9.999816,-0.070701,0
-9.999816,-0.070701,0
-9.999816,-0.070701,0
-9.999816,-0.070701,0
-9.999816,-0.070701,0
-9.999816,-0.070701,0
-9.999816,-0.070701,0
-9.999816,-0.070701,0
-9.999816,-0.070701,0
-9.999816,-0.070701,0
-9.999816,-0.070701,0
-9.999816,-0.0707,0
-9.999816,-0.0707,0
-9.999816,-0.0707,0
-9.999816,-0.0707,0
-9.999816,-0.0707,0
-9.999816,-0.0707,0
-9.999816,-0.0707,0
-9.999816,-0.0707,0
-9.999815,-0.070699,0
-9.999815,-0.070699,0
-9.999815,-0.0707,0
-9.999816,-0.0707,0
-9.999816,-0.0707,0
-9.999816,-0.0707,0
-9.999816,-0.0707,0
-9.999816,-0.070701,0
-9.999816,-0.070701,0
-9.999816,-0.070701,0
-9.999816,-0.070701,0
-9.999816,-0.070701,0
-9.999816,-0.070701,0
-9.999816,-0.070701,0
-9.993465,-0.068672,0
-9.986387,-0.06641,0
-9.978606,-0.063945,0
-9.970147,-0.061296,0
-9.960406,-0.05834,0
-9.950063,-0.055248,0
-9.939137,-0.052043,0
-9.92765,-0.048742,0
-9.915626,-0.045357,0
-9.903082,-0.041897,0
-9.876997,-0.034856,0
-9.863476,-0.031284,0
-9.849051,-0.027639,0
-9.834201,-0.023967,0
-9.818941,-0.020283,0
-9.803681,-0.016598,0
-9.788028,-0.012911,0
-9.771631,-0.009241,0
-9.754886,-0.005582,0
-9.73814,-0.001922,0
-9.720735,0.001672,0
-9.703018,0.005231,0
-9.685003,0.008735,0
-9.6667,0.012172,0
-9.64812,0.015524,0
-9.611119,0.023502,0
-9.592692,0.028098,0
-9.574324,0.033265,0
-9.555999,0.038969,0
-9.537745,0.045667,0
-9.51949,0.052364,0
-9.501282,0.059957,0
-9.483073,0.067551,0
-9.446694,0.084331,0
-9.428497,0.093429,0
-9.410293,0.102853,0
-9.39207,0.112578,0
-9.373825,0.122588,0
-9.35558,0.132598,0
-9.337282,0.143126,0
-9.318957,0.153895,0
-9.300632,0.164663,0
-9.263863,0.187084,0
-9.245449,0.198501,0
-9.227008,0.210115,0
-9.208539,0.221918,0
-9.190044,0.233902,0
-9.171525,0.24606,0
-9.152983,0.258383,0
-9.134418,0.270866,0
-9.115809,0.283647,0
-9.078553,0.30949,0
-9.059906,0.322546,0
-9.041241,0.335731,0
-9.022557,0.349039,0
-9.003858,0.362465,0
-8.985142,0.376004,0
-8.96641,0.389652,0
-8.947663,0.403405,0
-8.928903,0.417257,0
-8.910129,0.431204,0
-8.891355,0.445151,0
-8.872567,0.45919,0
-8.853755,0.473401,0
-8.834931,0.487692,0
-8.816097,0.502061,0
-8.797253,0.516503,0
-8.778408,0.530945,0
-8.759543,0.545527,0
-8.740669,0.560173,0
-8.721795,0.57482,0
-8.702903,0.589589,0
-8.684004,0.604415,0
-8.665096,0.619297,0
-8.646181,0.63423,0
-8.627259,0.649214,0
-8.608337,0.664198,0
-8.589401,0.679277,0
-8.570459,0.694401,0
-8.551511,0.709567,0
-8.532557,0.724774,0
-8.513597,0.74002,0
-8.494637,0.755266,0
-8.475666,0.770585,0
-8.456696,0.785905,0
-8.437716,0.801291,0
-8.418727,0.81674,0
-8.399734,0.832217,0
-8.361742,0.863227,0
-8.342742,0.878759,0
-8.323738,0.894316,0
-8.30473,0.909898,0
-8.285719,0.925504,0
-8.266705,0.941131,0
-8.247687,0.95678,0
-8.228667,0.97245,0
-8.209644,0.988139,0
-8.190619,1.003848,0
-8.17159,1.019575,0
-8.152559,1.035319,0
-8.133529,1.051064,0
-8.114493,1.066841,0
-8.095455,1.082633,0
-8.076414,1.098454,0
-8.05737,1.114289,0
-8.038324,1.130136,0
-8.000229,1.161857,0
-7.980938,1.176958,0
-7.961191,1.190635,0
-7.941443,1.204313,0
-7.921658,1.215972,0
-7.90204,1.226336,0
-7.882585,1.235459,0
-7.863284,1.243392,0
-7.844132,1.250185,0
-7.82498,1.256978,0
-7.806106,1.261633,0
-7.787362,1.265284,0
-7.768744,1.267974,0
-7.755715,1.263309,0
-7.743328,1.257801,0
-7.731553,1.251485,0
-7.720367,1.244396,0
-7.709745,1.236565,0
-7.699665,1.228023,0
-7.690106,1.218801,0
-7.681056,1.208927,0
-7.663943,1.187932,0
-7.655865,1.176838,0
-7.648252,1.165172,0
-7.641088,1.152959,0
-7.633924,1.140745,0
-7.627607,1.127505,0
-7.621686,1.113784,0
-7.616515,1.09916,0
-7.611693,1.084112,0
-7.607209,1.068659,0
-7.603046,1.052817,0
-7.598884,1.036974,0
-7.59533,1.020403,0
-7.588795,0.986575,0
-7.585801,0.969334,0
-7.583068,0.951778,0
-7.580336,0.934221,0
-7.578096,0.916076,0
-7.576086,0.897654,0
-7.574297,0.878967,0
-7.572721,0.860027,0
-7.571347,0.840842,0
-7.570168,0.821425,0
-7.569176,0.801784,0
-7.568183,0.782143,0
-7.567649,0.77158,0
-7.566379,0.770443,0
-7.564568,0.776217,0
-7.562695,0.782783,0
-7.560081,0.789718,0
-7.556755,0.797007,0
-7.55275,0.804636,0
-7.548093,0.812593,0
-7.542813,0.820864,0
-7.536936,0.829435,0
-7.531058,0.838007,0
-7.524061,0.847146,0
-7.516322,0.855772,0
-7.507873,0.863907,0
-7.498743,0.871571,0
-7.488959,0.878784,0
-7.478549,0.885564,0
-7.467541,0.891932,0
-7.455957,0.897905,0
-7.443821,0.903504,0
